nct_id,drug_id,key_trial,arm_id,arm_title,term,n_affected,n_at_risk,pct
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG001,5 mg Tirzepatide,dyspepsia,59,630,9.37
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG002,10 mg Tirzepatide,dyspepsia,64,636,10.06
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG003,15 mg Tirzepatide,dyspepsia,74,630,11.75
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG000,Placebo,eructation,4,643,0.62
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG001,5 mg Tirzepatide,eructation,24,630,3.81
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG002,10 mg Tirzepatide,eructation,35,636,5.5
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG003,15 mg Tirzepatide,eructation,35,630,5.56
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG000,Placebo,gastrooesophageal reflux disease,16,643,2.49
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG001,5 mg Tirzepatide,gastrooesophageal reflux disease,31,630,4.92
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG002,10 mg Tirzepatide,gastrooesophageal reflux disease,28,636,4.4
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG003,15 mg Tirzepatide,gastrooesophageal reflux disease,34,630,5.4
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG000,Placebo,nausea,63,643,9.8
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG001,5 mg Tirzepatide,nausea,160,630,25.4
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG002,10 mg Tirzepatide,nausea,217,636,34.12
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG003,15 mg Tirzepatide,nausea,201,630,31.9
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG000,Placebo,vomiting,12,643,1.87
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG001,5 mg Tirzepatide,vomiting,58,630,9.21
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG002,10 mg Tirzepatide,vomiting,74,636,11.64
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG003,15 mg Tirzepatide,vomiting,81,630,12.86
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG000,Placebo,constipation,0,643,0.0
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG001,5 mg Tirzepatide,constipation,0,630,0.0
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG002,10 mg Tirzepatide,constipation,1,636,0.16
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG003,15 mg Tirzepatide,constipation,0,630,0.0
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG000,Placebo,vomiting,0,643,0.0
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG001,5 mg Tirzepatide,vomiting,0,630,0.0
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG002,10 mg Tirzepatide,vomiting,1,636,0.16
NCT04184622,tirzepatide_ob,SURMOUNT-1,EG003,15 mg Tirzepatide,vomiting,1,630,0.16
NCT03987919,tirzepatide_t2d,SURPASS-2,EG000,5 mg Tirzepatide,abdominal pain,14,470,2.98
NCT03987919,tirzepatide_t2d,SURPASS-2,EG001,10 mg Tirzepatide,abdominal pain,20,469,4.26
NCT03987919,tirzepatide_t2d,SURPASS-2,EG002,15 mg Tirzepatide,abdominal pain,24,470,5.11
NCT03987919,tirzepatide_t2d,SURPASS-2,EG003,1 mg Semaglutide,abdominal pain,24,469,5.12
NCT03987919,tirzepatide_t2d,SURPASS-2,EG000,5 mg Tirzepatide,constipation,31,470,6.6
NCT03987919,tirzepatide_t2d,SURPASS-2,EG001,10 mg Tirzepatide,constipation,21,469,4.48
NCT03987919,tirzepatide_t2d,SURPASS-2,EG002,15 mg Tirzepatide,constipation,21,470,4.47
NCT03987919,tirzepatide_t2d,SURPASS-2,EG003,1 mg Semaglutide,constipation,27,469,5.76
NCT03987919,tirzepatide_t2d,SURPASS-2,EG000,5 mg Tirzepatide,diarrhoea,62,470,13.19
NCT03987919,tirzepatide_t2d,SURPASS-2,EG001,10 mg Tirzepatide,diarrhoea,77,469,16.42
NCT03987919,tirzepatide_t2d,SURPASS-2,EG002,15 mg Tirzepatide,diarrhoea,65,470,13.83
NCT03987919,tirzepatide_t2d,SURPASS-2,EG003,1 mg Semaglutide,diarrhoea,54,469,11.51
NCT03987919,tirzepatide_t2d,SURPASS-2,EG000,5 mg Tirzepatide,dyspepsia,34,470,7.23
NCT03987919,tirzepatide_t2d,SURPASS-2,EG001,10 mg Tirzepatide,dyspepsia,29,469,6.18
NCT03987919,tirzepatide_t2d,SURPASS-2,EG002,15 mg Tirzepatide,dyspepsia,43,470,9.15
NCT03987919,tirzepatide_t2d,SURPASS-2,EG003,1 mg Semaglutide,dyspepsia,31,469,6.61
NCT03987919,tirzepatide_t2d,SURPASS-2,EG000,5 mg Tirzepatide,nausea,82,470,17.45
NCT03987919,tirzepatide_t2d,SURPASS-2,EG001,10 mg Tirzepatide,nausea,90,469,19.19
NCT03987919,tirzepatide_t2d,SURPASS-2,EG002,15 mg Tirzepatide,nausea,104,470,22.13
NCT03987919,tirzepatide_t2d,SURPASS-2,EG003,1 mg Semaglutide,nausea,84,469,17.91
NCT03987919,tirzepatide_t2d,SURPASS-2,EG000,5 mg Tirzepatide,vomiting,27,470,5.74
NCT03987919,tirzepatide_t2d,SURPASS-2,EG001,10 mg Tirzepatide,vomiting,39,469,8.32
NCT03987919,tirzepatide_t2d,SURPASS-2,EG002,15 mg Tirzepatide,vomiting,46,470,9.79
NCT03987919,tirzepatide_t2d,SURPASS-2,EG003,1 mg Semaglutide,vomiting,39,469,8.32
NCT03987919,tirzepatide_t2d,SURPASS-2,EG000,5 mg Tirzepatide,abdominal pain,0,470,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG001,10 mg Tirzepatide,abdominal pain,1,469,0.21
NCT03987919,tirzepatide_t2d,SURPASS-2,EG002,15 mg Tirzepatide,abdominal pain,0,470,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG003,1 mg Semaglutide,abdominal pain,0,469,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG000,5 mg Tirzepatide,abdominal pain upper,1,470,0.21
NCT03987919,tirzepatide_t2d,SURPASS-2,EG001,10 mg Tirzepatide,abdominal pain upper,0,469,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG002,15 mg Tirzepatide,abdominal pain upper,1,470,0.21
NCT03987919,tirzepatide_t2d,SURPASS-2,EG003,1 mg Semaglutide,abdominal pain upper,0,469,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG000,5 mg Tirzepatide,constipation,1,470,0.21
NCT03987919,tirzepatide_t2d,SURPASS-2,EG001,10 mg Tirzepatide,constipation,0,469,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG002,15 mg Tirzepatide,constipation,0,470,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG003,1 mg Semaglutide,constipation,0,469,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG000,5 mg Tirzepatide,nausea,0,470,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG001,10 mg Tirzepatide,nausea,1,469,0.21
NCT03987919,tirzepatide_t2d,SURPASS-2,EG002,15 mg Tirzepatide,nausea,0,470,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG003,1 mg Semaglutide,nausea,0,469,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG000,5 mg Tirzepatide,vomiting,0,470,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG001,10 mg Tirzepatide,vomiting,1,469,0.21
NCT03987919,tirzepatide_t2d,SURPASS-2,EG002,15 mg Tirzepatide,vomiting,0,470,0.0
NCT03987919,tirzepatide_t2d,SURPASS-2,EG003,1 mg Semaglutide,vomiting,0,469,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",abdominal pain,112,1524,7.35
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",abdominal pain,37,755,4.9
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",abdominal pain,62,957,6.48
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",abdominal pain,19,487,3.9
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",abdominal pain upper,110,1524,7.22
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",abdominal pain upper,40,755,5.3
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",abdominal pain upper,63,957,6.58
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",abdominal pain upper,18,487,3.7
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",constipation,333,1524,21.85
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",constipation,85,755,11.26
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",constipation,203,957,21.21
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",constipation,44,487,9.03
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",diarrhoea,388,1524,25.46
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",diarrhoea,107,755,14.17
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",diarrhoea,201,957,21.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",diarrhoea,46,487,9.45
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",dyspepsia,156,1524,10.24
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",dyspepsia,35,755,4.64
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",dyspepsia,102,957,10.66
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",dyspepsia,14,487,2.87
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",eructation,86,1524,5.64
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",eructation,4,755,0.53
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",eructation,38,957,3.97
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",eructation,2,487,0.41
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",flatulence,81,1524,5.31
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",flatulence,22,755,2.91
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",flatulence,29,957,3.03
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",flatulence,15,487,3.08
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",gastrooesophageal reflux disease,101,1524,6.63
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",gastrooesophageal reflux disease,18,755,2.38
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",gastrooesophageal reflux disease,47,957,4.91
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",gastrooesophageal reflux disease,8,487,1.64
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",nausea,622,1524,40.81
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",nausea,128,755,16.95
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",nausea,418,957,43.68
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",nausea,78,487,16.02
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",vomiting,300,1524,19.69
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",vomiting,42,755,5.56
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",vomiting,172,957,17.97
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",vomiting,25,487,5.13
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",abdominal pain,3,1524,0.2
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",abdominal pain,0,755,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",abdominal pain,0,957,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",abdominal pain,0,487,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",abdominal pain upper,2,1524,0.13
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",abdominal pain upper,0,755,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",abdominal pain upper,0,957,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",abdominal pain upper,1,487,0.21
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",constipation,0,1524,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",constipation,0,755,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",constipation,1,957,0.1
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",constipation,0,487,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",diarrhoea,0,1524,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",diarrhoea,2,755,0.26
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",diarrhoea,0,957,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",diarrhoea,0,487,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",gastrooesophageal reflux disease,1,1524,0.07
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",gastrooesophageal reflux disease,1,755,0.13
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",gastrooesophageal reflux disease,0,957,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",gastrooesophageal reflux disease,1,487,0.21
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",nausea,1,1524,0.07
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",nausea,0,755,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",nausea,1,957,0.1
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",nausea,0,487,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG000,"Liraglutide 3.0 mg, Pre-diabetes",vomiting,1,1524,0.07
NCT01272219,liraglutide_ob,SCALE Obesity,EG001,"Liraglutide Placebo, Pre-diabetes",vomiting,0,755,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG002,"Liraglutide 3.0 mg, no Pre-diabetes",vomiting,0,957,0.0
NCT01272219,liraglutide_ob,SCALE Obesity,EG003,"Liraglutide Placebo, no Pre-diabetes",vomiting,0,487,0.0
NCT03495102,dulaglutide,AWARD-11,EG000,Dulaglutide 1.5 mg,diarrhoea,48,612,7.84
NCT03495102,dulaglutide,AWARD-11,EG001,Dulaglutide 3 mg,diarrhoea,75,616,12.18
NCT03495102,dulaglutide,AWARD-11,EG002,Dulaglutide 4.5 mg,diarrhoea,70,614,11.4
NCT03495102,dulaglutide,AWARD-11,EG000,Dulaglutide 1.5 mg,dyspepsia,17,612,2.78
NCT03495102,dulaglutide,AWARD-11,EG001,Dulaglutide 3 mg,dyspepsia,33,616,5.36
NCT03495102,dulaglutide,AWARD-11,EG002,Dulaglutide 4.5 mg,dyspepsia,18,614,2.93
NCT03495102,dulaglutide,AWARD-11,EG000,Dulaglutide 1.5 mg,nausea,87,612,14.22
NCT03495102,dulaglutide,AWARD-11,EG001,Dulaglutide 3 mg,nausea,99,616,16.07
NCT03495102,dulaglutide,AWARD-11,EG002,Dulaglutide 4.5 mg,nausea,106,614,17.26
NCT03495102,dulaglutide,AWARD-11,EG000,Dulaglutide 1.5 mg,vomiting,40,612,6.54
NCT03495102,dulaglutide,AWARD-11,EG001,Dulaglutide 3 mg,vomiting,57,616,9.25
NCT03495102,dulaglutide,AWARD-11,EG002,Dulaglutide 4.5 mg,vomiting,64,614,10.42
NCT03495102,dulaglutide,AWARD-11,EG000,Dulaglutide 1.5 mg,abdominal pain,1,612,0.16
NCT03495102,dulaglutide,AWARD-11,EG001,Dulaglutide 3 mg,abdominal pain,0,616,0.0
NCT03495102,dulaglutide,AWARD-11,EG002,Dulaglutide 4.5 mg,abdominal pain,2,614,0.33
NCT03495102,dulaglutide,AWARD-11,EG000,Dulaglutide 1.5 mg,abdominal pain upper,0,612,0.0
NCT03495102,dulaglutide,AWARD-11,EG001,Dulaglutide 3 mg,abdominal pain upper,0,616,0.0
NCT03495102,dulaglutide,AWARD-11,EG002,Dulaglutide 4.5 mg,abdominal pain upper,1,614,0.16
NCT03495102,dulaglutide,AWARD-11,EG000,Dulaglutide 1.5 mg,diarrhoea,0,612,0.0
NCT03495102,dulaglutide,AWARD-11,EG001,Dulaglutide 3 mg,diarrhoea,0,616,0.0
NCT03495102,dulaglutide,AWARD-11,EG002,Dulaglutide 4.5 mg,diarrhoea,1,614,0.16
NCT03495102,dulaglutide,AWARD-11,EG000,Dulaglutide 1.5 mg,gastrooesophageal reflux disease,0,612,0.0
NCT03495102,dulaglutide,AWARD-11,EG001,Dulaglutide 3 mg,gastrooesophageal reflux disease,1,616,0.16
NCT03495102,dulaglutide,AWARD-11,EG002,Dulaglutide 4.5 mg,gastrooesophageal reflux disease,0,614,0.0
NCT04881760,retatrutide,Retatrutide Phase 2,EG000,Placebo,abdominal distension,0,70,0.0
NCT04881760,retatrutide,Retatrutide Phase 2,EG001,1 mg LY3437943,abdominal distension,0,69,0.0
NCT04881760,retatrutide,Retatrutide Phase 2,EG002,4 mg LY3437943 (2 mg),abdominal distension,0,33,0.0
NCT04881760,retatrutide,Retatrutide Phase 2,EG003,4 mg LY3437943,abdominal distension,0,33,0.0
NCT04881760,retatrutide,Retatrutide Phase 2,EG004,8 mg LY3437943 (2 mg),abdominal distension,0,35,0.0
NCT04881760,retatrutide,Retatrutide Phase 2,EG005,8 mg LY3437943 (4 mg),abdominal distension,2,35,5.71
NCT04881760,retatrutide,Retatrutide Phase 2,EG006,12 mg LY3437943 (2 mg),abdominal distension,5,62,8.06
NCT04881760,retatrutide,Retatrutide Phase 2,EG000,Placebo,abdominal pain,2,70,2.86
NCT04881760,retatrutide,Retatrutide Phase 2,EG001,1 mg LY3437943,abdominal pain,1,69,1.45
NCT04881760,retatrutide,Retatrutide Phase 2,EG002,4 mg LY3437943 (2 mg),abdominal pain,1,33,3.03
NCT04881760,retatrutide,Retatrutide Phase 2,EG003,4 mg LY3437943,abdominal pain,0,33,0.0
NCT04881760,retatrutide,Retatrutide Phase 2,EG004,8 mg LY3437943 (2 mg),abdominal pain,2,35,5.71
NCT04881760,retatrutide,Retatrutide Phase 2,EG005,8 mg LY3437943 (4 mg),abdominal pain,1,35,2.86
NCT04881760,retatrutide,Retatrutide Phase 2,EG006,12 mg LY3437943 (2 mg),abdominal pain,2,62,3.23
NCT04881760,retatrutide,Retatrutide Phase 2,EG000,Placebo,abdominal pain upper,2,70,2.86
NCT04881760,retatrutide,Retatrutide Phase 2,EG001,1 mg LY3437943,abdominal pain upper,3,69,4.35
NCT04881760,retatrutide,Retatrutide Phase 2,EG002,4 mg LY3437943 (2 mg),abdominal pain upper,1,33,3.03
NCT04881760,retatrutide,Retatrutide Phase 2,EG003,4 mg LY3437943,abdominal pain upper,0,33,0.0
NCT04881760,retatrutide,Retatrutide Phase 2,EG004,8 mg LY3437943 (2 mg),abdominal pain upper,3,35,8.57
NCT04881760,retatrutide,Retatrutide Phase 2,EG005,8 mg LY3437943 (4 mg),abdominal pain upper,2,35,5.71
NCT04881760,retatrutide,Retatrutide Phase 2,EG006,12 mg LY3437943 (2 mg),abdominal pain upper,3,62,4.84
NCT04881760,retatrutide,Retatrutide Phase 2,EG000,Placebo,constipation,2,70,2.86
NCT04881760,retatrutide,Retatrutide Phase 2,EG001,1 mg LY3437943,constipation,5,69,7.25
NCT04881760,retatrutide,Retatrutide Phase 2,EG002,4 mg LY3437943 (2 mg),constipation,5,33,15.15
NCT04881760,retatrutide,Retatrutide Phase 2,EG003,4 mg LY3437943,constipation,2,33,6.06
NCT04881760,retatrutide,Retatrutide Phase 2,EG004,8 mg LY3437943 (2 mg),constipation,4,35,11.43
NCT04881760,retatrutide,Retatrutide Phase 2,EG005,8 mg LY3437943 (4 mg),constipation,4,35,11.43
NCT04881760,retatrutide,Retatrutide Phase 2,EG006,12 mg LY3437943 (2 mg),constipation,10,62,16.13
NCT04881760,retatrutide,Retatrutide Phase 2,EG000,Placebo,diarrhoea,8,70,11.43
NCT04881760,retatrutide,Retatrutide Phase 2,EG001,1 mg LY3437943,diarrhoea,6,69,8.7
