nct_id,title,phase,status,study_type,enrollment,lead_sponsor,sponsor_class,conditions,interventions,has_results,start_date,primary_completion,matched_term,matched_generic,attributed_term,ambiguous
NCT02490176,Effects of Glucagon Like Peptide-1 on Haemodynamic Parameters,NA,UNKNOWN,INTERVENTIONAL,50,Chinese PLA General Hospital,OTHER,Heart Failure,liraglutide|placebo,no,2015-07,2016-07,liraglutide,liraglutide,liraglutide,no
NCT00154414,Effect of Liraglutide on Blood Glucose Control in Japanese Subjects With Type 2 Diabetes,PHASE2,COMPLETED,INTERVENTIONAL,226,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide,no,2005-01,2006-05,liraglutide,liraglutide,liraglutide,no
NCT00993304,A Trial to Assess the Effect of Liraglutide on Blood Triglyceride (Fat) Levels After a Meal in Type 2 Diabetics,PHASE1,COMPLETED,INTERVENTIONAL,20,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide|placebo,no,2009-10,2010-12,liraglutide,liraglutide,liraglutide,no
NCT04487743,Efficacy and Safety of Liraglutide on Body Weight in Obese Subjects or Overweight Subjects With Co-morbidities,PHASE3,UNKNOWN,INTERVENTIONAL,300,Xiangya Hospital of Central South University,OTHER,Obesity,Liraglutide|placebo,no,2020-05-09,2022-06,liraglutide,liraglutide,liraglutide,no
NCT04417582,Life Style Modification Medical and Surgical Management in Patients With Obesity,NA,UNKNOWN,OBSERVATIONAL,1000,Marmara University,OTHER,"Obesity|Weight Change, Body|Obesity; Endocrine|Obesity, Metabolically Benign",bariatric surgey,no,2020-01-01,2023-12-01,liraglutide,liraglutide,liraglutide,no
NCT05952882,"Liraglutide and Metformin Combination on Weight Loss, Metabolic - Endocrine Parameters and Pregnancy Rate in Women With PCOS, Obesity and Infertility",PHASE3,UNKNOWN,INTERVENTIONAL,188,Mỹ Đức Hospital,OTHER,"Polycystic Ovary Syndrome|Obesity|Infertility, Female",Liraglutide + Metformin|Metformin,no,2023-11-01,2025-12-31,liraglutide,liraglutide,liraglutide,no
NCT02472717,Psoriatic Arthritis Treated With Liraglutide Therapy: a QUality of Life and Efficacy Study,PHASE2,WITHDRAWN,INTERVENTIONAL,0,"University Health Network, Toronto",OTHER,Psoriatic Arthritis|Psoriasis|Impaired Glucose Tolerance|Type 2 Diabetes,liraglutide|Placebo,no,2015-05,2016-10,liraglutide,liraglutide,liraglutide,no
NCT03182426,Stem Cell Mobilization (Plerixafor) and Immunologic Reset in Type 1 Diabetes (T1DM),PHASE1|PHASE2,COMPLETED,INTERVENTIONAL,22,University of Alberta,OTHER,"Diabetes Mellitus, Type 1",Plerixafor|Alemtuzumab|Anakinra|Etanercept|Liraglutide,no,2017-08-15,2024-07-15,liraglutide,liraglutide,liraglutide,no
NCT01516255,Effect of Liraglutide on Heart Frequency in Healthy Volunteers,PHASE1,COMPLETED,INTERVENTIONAL,64,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide|placebo|moxifloxacin|placebo|electrocardiogram (ECG)|electrocardiogram (ECG),no,2006-07,2006-11,liraglutide,liraglutide,liraglutide,no
NCT03712098,Daily Liraglutide for Nicotine Dependence,PHASE2,COMPLETED,INTERVENTIONAL,40,Rebecca Ashare,OTHER,"Smoking Cessation|Weight, Body",Liraglutide|Placebo|Smoking Cessation Counseling,yes,2018-11-29,2022-05-25,liraglutide,liraglutide,liraglutide,no
NCT03347890,Reward Mechanisms in Obesity,PHASE4,COMPLETED,INTERVENTIONAL,70,Zoltan Pataky,OTHER,Obesity,Liraglutide (Saxenda) 6Mg/Ml Inj Pen 3Ml or Placebo,no,2018-03-05,2020-03-18,liraglutide,liraglutide,liraglutide,no
NCT05285397,Effect of Liraglutide on Weight Loss in Patients Who Have Undergone Revisional Bariatric Surgeries.,NA,UNKNOWN,INTERVENTIONAL,60,"General Committee of Teaching Hospitals and Institutes, Egypt",OTHER_GOV,Morbid Obesity,Liraglutide Pen Injector [Saxenda],no,2022-03-10,2022-09,liraglutide,liraglutide,liraglutide,no
NCT01753362,Liraglutide In Overweight Patients With Type 1 Diabetes,PHASE3,COMPLETED,INTERVENTIONAL,84,University at Buffalo,OTHER,Type 1 Diabetes,liraglutide|placebo,yes,2012-12,2017-12,liraglutide,liraglutide,liraglutide,no
NCT01794143,A Comparative Effectiveness Study of Major Glycemia-lowering Medications for Treatment of Type 2 Diabetes,PHASE3,COMPLETED,INTERVENTIONAL,7850,GRADE Study Group,OTHER,Type 2 Diabetes|Comparative Effectiveness of Glycemia-lowering Medications,Sulfonylurea (glimepiride)|DPP-4 inhibitor (sitagliptin)|GLP-1 receptor agonist (liraglutide)|Insulin (glargine),yes,2013-05,2021-04-30,liraglutide,liraglutide,liraglutide,no
NCT01966978,"The Effect of Simple Basal Insulin Titration, Metformin Plus Liraglutide for Type 2 Diabetes With Very Elevated HbA1c - The SIMPLE Study",PHASE4,COMPLETED,INTERVENTIONAL,157,University of Texas Southwestern Medical Center,OTHER,"Diabetes Mellitus, Type 2|Diabetes",Metformin|Detemir|Liraglutide|Insulin Aspart,yes,2014-11,2017-12,liraglutide,liraglutide,liraglutide,no
NCT02207348,Investigating Bioequivalence Between Single-dose Liraglutide Administered Subcutaneously With Two Different Pen-injectors,PHASE1,COMPLETED,INTERVENTIONAL,24,Novo Nordisk A/S,INDUSTRY,Metabolism and Nutrition Disorder|Obesity,liraglutide,no,2014-08,2014-09,liraglutide,liraglutide,liraglutide,no
NCT00422058,The Effect of Liraglutide on Body Weight in Obese Subjects Without Diabetes,PHASE2,COMPLETED,INTERVENTIONAL,564,Novo Nordisk A/S,INDUSTRY,Metabolism and Nutrition Disorder|Obesity,liraglutide|orlistat|placebo,yes,2007-01-10,2007-09-13,liraglutide,liraglutide,liraglutide,no
NCT01739049,Influence of Appetite Related Hormones in Binge Eating Behaviour Among the Overweight and Obese,PHASE4,COMPLETED,INTERVENTIONAL,42,Universiti Kebangsaan Malaysia Medical Centre,OTHER,Binge Eating Behaviour,Liraglutide|Diet and Exercise,no,2012-11,2013-10,liraglutide,liraglutide,liraglutide,no
NCT03936049,Replication of the LEADER Diabetes Trial in Healthcare Claims,NA,COMPLETED,OBSERVATIONAL,168690,Brigham and Women's Hospital,OTHER,Diabetes,Liraglutide|DPP-4 inhibitor,no,2017-09-22,2021-02-18,liraglutide,liraglutide,liraglutide,no
NCT03671733,Effects of GLP-1 RAs on Weight and Metabolic Indicators in Obese Patients,PHASE3,UNKNOWN,INTERVENTIONAL,150,Xiangya Hospital of Central South University,OTHER,Obesity,Liraglutide|Exenatide|Exenatide Microspheres for Injection,no,2018-09-01,2022-09-01,liraglutide,liraglutide,liraglutide,no
NCT05153590,A Research Study About Weight Loss and Treatment Patterns With the Use of Saxenda® in Adults in Real-life Settings in Switzerland,NA,COMPLETED,OBSERVATIONAL,269,Novo Nordisk A/S,INDUSTRY,Obesity or Overweight,Saxenda®,no,2021-12-03,2022-04-15,liraglutide,liraglutide,liraglutide,no
NCT04186494,Effect of Liraglutide vs CPAP on Cardiometabolic Outcomes in Obstructive Sleep Apnea,NA,COMPLETED,INTERVENTIONAL,30,"St Vincent's University Hospital, Ireland",OTHER,"Sleep Apnea, Obstructive",Liraglutide (Saxenda) 6Mg/Ml Inj Pen 3Ml|Continuous positive airway pressure treatment|Liraglutide and CPAP,no,2019-12-02,2021-12-31,liraglutide,liraglutide,liraglutide,no
NCT06201819,Liraglutide Effectiveness in Preoperative Weight-loss for Bariatric-metabolic Surgery,PHASE4,COMPLETED,INTERVENTIONAL,37,Hospital Civil Juan I. Menchaca,OTHER,"Weight Loss|Bariatric Surgery Candidate|Obesity, Morbid",Liraglutide injection,no,2022-12-18,2023-03-18,liraglutide,liraglutide,liraglutide,no
NCT03036800,Saxenda in Obesity Services (STRIVE Study),PHASE4,COMPLETED,INTERVENTIONAL,392,University of Leicester,OTHER,Obesity|Weight Loss|Diabetes Mellitus,Saxenda|Specialist Obesity Management Services,yes,2017-11-28,2021-02-28,liraglutide,liraglutide,liraglutide,no
NCT01784965,Liraglutide and a Calorie Restricted Diet Augments Weight Loss and Decreases Risk of Type 2 Diabetes and CVD.,PHASE3,COMPLETED,INTERVENTIONAL,69,Stanford University,OTHER,Pre-diabetes|Older Adults,liraglutide|Placebo,yes,2009-12,2012-12,liraglutide,liraglutide,liraglutide,no
NCT02908087,Incretin-based Therapy in Early Diagnosed Type 1 Diabetes,PHASE2,COMPLETED,INTERVENTIONAL,13,University of Oulu,OTHER,Type 1 Diabetes,Victoza® (liraglutide)|Placebo,no,2016-03,2021-05,liraglutide,liraglutide,liraglutide,no
NCT01508806,Safety and Tolerability of Liraglutide in Subjects With Impaired Kidney Function and in Subjects With Normal Kidney Function,PHASE1,COMPLETED,INTERVENTIONAL,30,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide,no,2005-08,2006-03,liraglutide,liraglutide,liraglutide,no
NCT04199728,Use of a GLP-1R Agonist to Treat Opioid Use Disorder,PHASE1|PHASE2,COMPLETED,INTERVENTIONAL,27,Milton S. Hershey Medical Center,OTHER,Opiate Substitution Treatment|Opioid-Related Disorders,Liraglutide Pen Injector|Placebo,yes,2021-10-18,2023-09-13,liraglutide,liraglutide,liraglutide,no
NCT02043054,Effects of Liraglutide in Young Adults With Type 2 DIAbetes (LYDIA),PHASE3,COMPLETED,INTERVENTIONAL,90,University of Leicester,OTHER,Type 2 Diabetes Mellitus|Cardiovascular Disease,Liraglutide|Sitagliptin,no,2013-12-16,2017-09-02,liraglutide,liraglutide,liraglutide,no
NCT01664676,Effects of Liraglutide on Kidney Function in Type 2 Diabetic Patients,PHASE4,COMPLETED,INTERVENTIONAL,11,University of Aarhus,OTHER,Type 2 Diabetes Mellitus,Liraglutide|Placebo-liraglutide,no,2012-12,2014-02,liraglutide,liraglutide,liraglutide,no
NCT02696148,"A Trial to Assess Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Liraglutide in Obese Children Aged 7 to 11 Years",PHASE1,COMPLETED,INTERVENTIONAL,24,Novo Nordisk A/S,INDUSTRY,Metabolism and Nutrition Disorder|Obesity,liraglutide|placebo,no,2016-03-14,2017-04-13,liraglutide,liraglutide,liraglutide,no
NCT02505334,A Trial Comparing the Efficacy and Safety of Liraglutide 1.8 mg/Day to Liraglutide 0.9 mg/Day in Japanese Subjects With Type 2 Diabetes Mellitus.,PHASE3,COMPLETED,INTERVENTIONAL,635,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide,yes,2015-07-21,2017-05-02,liraglutide,liraglutide,liraglutide,no
NCT01514487,Comparison of Three Liraglutide Formulations in Healthy Volunteers,PHASE1,COMPLETED,INTERVENTIONAL,24,Novo Nordisk A/S,INDUSTRY,Diabetes|Healthy,liraglutide,no,2005-01-13,2005-03-30,liraglutide,liraglutide,liraglutide,no
NCT01676116,The Efficacy of Insulin Degludec/Liraglutide in Controlling Glycaemia in Adults With Type 2 Diabetes Inadequately Controlled on GLP-1 Receptor Agonist and OAD Therapy,PHASE3,COMPLETED,INTERVENTIONAL,438,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",insulin degludec/liraglutide|liraglutide|exenatide,yes,2012-08-29,2014-03-11,liraglutide,liraglutide,liraglutide,no
NCT02423824,Cognitive Dysfunction and Glucagon-like Peptide-1 Agonists,PHASE3,COMPLETED,INTERVENTIONAL,21,"University Health Network, Toronto",OTHER,Bipolar Disorder|Major Depressive Disorder,Liraglutide,no,2015-05,2016-04,liraglutide,liraglutide,liraglutide,no
NCT02109315,"Vitamin C and Liraglutide Effects on Hypoglycemia-induced Oxidative Stress, Inflammation and Endothelial Dysfunction in Type 1 Diabetes.",PHASE1,WITHDRAWN,INTERVENTIONAL,0,Anna Cruceta,OTHER,Type 1 Diabetes Mellitus,Vitamine C|Liraglutide 6 mg,no,2014-05,2015-05,liraglutide,liraglutide,liraglutide,no
NCT01572740,Efficacy and Safety of Liraglutide in Combination With Insulin Therapy Compared to Insulin Alone in Japanese Subjects With Type 2 Diabetes,PHASE3,COMPLETED,INTERVENTIONAL,257,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide|placebo|insulin,yes,2012-04-05,2012-11-01,liraglutide,liraglutide,liraglutide,no
NCT02187250,PDE-4 Inhibitor Roflumilast and GLP-1 Agonist Liraglutide in Polycystic Ovary Syndrome,PHASE4,COMPLETED,INTERVENTIONAL,45,University Medical Centre Ljubljana,OTHER,PCOS|Obesity,metformin|liraglutide|roflumilast,no,2014-03,2014-06,liraglutide,liraglutide,liraglutide,no
NCT00294723,To Evaluate the Effect of Liraglutide Versus Glimepiride (Amaryl®) on Haemoglobin A1c,PHASE3,TERMINATED,INTERVENTIONAL,746,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide|glimepiride|liraglutide|placebo|placebo|placebo,yes,2006-02,2008-11,liraglutide,liraglutide,liraglutide,no
NCT03883412,Effect of Exercise and/or Liraglutide on Vascular Dysfunction and Insulin Sensitivity in Type 2 Diabetes ( ZQL007),PHASE4,RECRUITING,INTERVENTIONAL,60,University of Virginia,OTHER,Type2 Diabetes,Exercise|Liraglutide,no,2019-02-28,2027-06,liraglutide,liraglutide,liraglutide,no
NCT04525300,Gut Microbiome Changes Following Liraglutide Treatment in Obese Subjects or Overweight Subjects With Co-morbidities,PHASE3,UNKNOWN,INTERVENTIONAL,300,Xiangya Hospital of Central South University,OTHER,Obesity,Liraglutide|placebo,no,2020-05-24,2022-06,liraglutide,liraglutide,liraglutide,no
NCT01513525,Comparison of Liraglutide Injected at Three Different Injection Sites in Healthy Volunteers,PHASE1,COMPLETED,INTERVENTIONAL,21,Novo Nordisk A/S,INDUSTRY,Diabetes|Healthy,liraglutide,no,2007-02,2007-05,liraglutide,liraglutide,liraglutide,no
NCT01725126,"To Investigate the Safety, Tolerability and Pharmacodynamics of GSK2890457 in Healthy Volunteers and Subjects With Type 2 Diabetes",PHASE2,COMPLETED,INTERVENTIONAL,53,GlaxoSmithKline,INDUSTRY,Obesity,GSK2890457|Metformin|Placebo|Liraglutide,yes,2013-02-10,2013-09-12,liraglutide,liraglutide,liraglutide,no
NCT03233178,Measurement of Alanine Aminotransaminase (ALT) Following Initiation of Antidiabetic Agents in Patients With Type 2 Diabetes in a Real-world Clinical Setting: a Retrospective Cohort Study,NA,COMPLETED,OBSERVATIONAL,4000,LMC Diabetes & Endocrinology Ltd.,OTHER,T2DM (Type 2 Diabetes Mellitus)|Fatty Liver|NAFLD,Non-interventional,no,2017-01,2017-06,liraglutide,liraglutide,liraglutide,no
NCT02475499,Incretin-based Drugs and Pancreatic Cancer,NA,COMPLETED,OBSERVATIONAL,886172,"Canadian Network for Observational Drug Effect Studies, CNODES",OTHER,"Diabetes Mellitus, Type 2",DPP-4 inhibitors|GLP-1 analogs|Sulfonylureas|Biguanides|Thiazolidinediones|Alpha-glucosidase inhibitors|Meglitinides,no,2014-03,2015-04,liraglutide,liraglutide,liraglutide,no
NCT01516476,Study of RO6807952 in Patients With Diabetes Mellitus Type 2,PHASE2,TERMINATED,INTERVENTIONAL,2,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,Placebo|RO6807952|RO6807952|liraglutide,no,2011-11,2012-01,liraglutide,liraglutide,liraglutide,no
NCT04535960,"Incretin and Treatment With Inhibition of Sodium-glucose Cotransporter-2 Combination Insights Into Mechanisms Implicated in Congestive Heart Failure: ""NATRIURETIC"" Trial",PHASE2,UNKNOWN,INTERVENTIONAL,36,"University Health Network, Toronto",OTHER,Type 2 Diabetes Mellitus,Empagliflozin 25 MG + Liraglutide 1.8 MG|Liraglutide 1.8 MG + Empagliflozin 25 MG,no,2019-01-24,2023-10,liraglutide,liraglutide,liraglutide,no
NCT01654120,Study of Effectiveness of Liraglutide Added to High Dose Insulin in Type II Diabetics,PHASE4,COMPLETED,INTERVENTIONAL,37,Mountain Diabetes and Endocrine Center,OTHER,"Diabetes Mellitus, Type II",Liraglutide|Insulin,no,2011-12,2013-11,liraglutide,liraglutide,liraglutide,no
NCT05611957,A Study of LY3437943 in Healthy Participants and Participants With Impaired Renal Function,PHASE1,COMPLETED,INTERVENTIONAL,29,Eli Lilly and Company,INDUSTRY,Healthy|Renal Insufficiency,LY3437943,no,2022-11-16,2023-09-05,retatrutide,retatrutide,retatrutide,no
NCT03841630,A Safety Study of LY3437943 Given as a Single Injection in Healthy Participants,PHASE1,COMPLETED,INTERVENTIONAL,45,Eli Lilly and Company,INDUSTRY,Healthy,LY3437943|Placebo,no,2019-03-13,2019-07-25,retatrutide,retatrutide,retatrutide,no
NCT06313528,A Study to Measure Calorie Consumption and Usage in Participants With Obesity Using LY3437943,PHASE1,COMPLETED,INTERVENTIONAL,85,Eli Lilly and Company,INDUSTRY,Obesity,LY3437943|Placebo,no,2024-03-20,2025-08-26,retatrutide,retatrutide,retatrutide,no
NCT04823208,A Study of LY3437943 in Japanese Participants With Type 2 Diabetes Mellitus (T2DM),PHASE1,COMPLETED,INTERVENTIONAL,64,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",LY3437943|Placebo,no,2021-05-24,2022-06-23,retatrutide,retatrutide,retatrutide,no
NCT07232719,A Study of Retatrutide (LY3437943) in Participants With Obesity or Overweight,PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,250,Eli Lilly and Company,INDUSTRY,Obesity|Overweight,Retatrutide|Placebo,no,2025-11-17,2027-07,retatrutide,retatrutide,retatrutide,no
NCT07035093,A Study of Retatrutide (LY3437943) in Participants Who Have Obesity or Overweight and Chronic Low Back Pain,PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,586,Eli Lilly and Company,INDUSTRY,Obesity|Overweight|Chronic Low Back Pain (CLBP),Retatrutide|Placebo,no,2025-05-29,2027-09,retatrutide,retatrutide,retatrutide,no
NCT05959096,A Study of LY3437943 in Healthy Participants With a High Body Mass Index,PHASE1,COMPLETED,INTERVENTIONAL,85,Eli Lilly and Company,INDUSTRY,Healthy,LY3437943|LY3437943,no,2023-07-18,2024-07-25,retatrutide,retatrutide,retatrutide,no
NCT06039826,A Study of LY3437943 in Postmenopausal Female Participants Who Are Overweight or Obese,PHASE1,COMPLETED,INTERVENTIONAL,46,Eli Lilly and Company,INDUSTRY,Overweight,LY3437943|Ethinyl Estradiol|Drospirenone,no,2023-09-12,2024-07-11,retatrutide,retatrutide,retatrutide,no
NCT06982846,A Study to Investigate the Response of Participants With Type 2 Diabetes Mellitus on Once-Weekly Retatrutide to Hypoglycemia,PHASE1,COMPLETED,INTERVENTIONAL,80,Eli Lilly and Company,INDUSTRY,Type 2 Diabetes Mellitus,Retatrutide|Placebo,no,2025-06-06,2026-05-04,retatrutide,retatrutide,retatrutide,no
NCT06354660,Effect of Retatrutide Compared With Placebo in Adult Participants With Type 2 Diabetes and Inadequate Glycemic Control With Diet and Exercise Alone (TRANSCEND-T2D-1),PHASE3,COMPLETED,INTERVENTIONAL,537,Eli Lilly and Company,INDUSTRY,Diabetes Type 2,Retatrutide|Placebo,no,2024-04-10,2026-01-22,retatrutide,retatrutide,retatrutide,no
NCT05936151,A Study of Retatrutide (LY3437943) on Renal Function in Participants With Overweight or Obesity and Chronic Kidney Disease With or Without Type 2 Diabetes,PHASE2,COMPLETED,INTERVENTIONAL,146,Eli Lilly and Company,INDUSTRY,Overweight or Obesity|CKD|Type 2 Diabetes,Retatrutide|Placebo,no,2023-07-20,2025-10-01,retatrutide,retatrutide,retatrutide,no
NCT07629401,Pre-approval Expanded Access of Retatrutide (LY3437943),NA,AVAILABLE,EXPANDED_ACCESS,,Eli Lilly and Company,INDUSTRY,Obesity|Obesity-related Complications,Retatrutide,no,,,retatrutide,retatrutide,retatrutide,no
NCT05445232,A Drug-Drug Interaction (DDI) Study of LY3437943 in Obese Participants,PHASE1,COMPLETED,INTERVENTIONAL,32,Eli Lilly and Company,INDUSTRY,Obesity,LY3437943|Midazolam|Warfarin|Caffeine,no,2022-07-08,2023-02-24,retatrutide,retatrutide,retatrutide,no
NCT06808802,To Investigate the Effect of Retatrutide (LY3437943) on Metoprolol Pharmacokinetics in Healthy Participants,PHASE1,COMPLETED,INTERVENTIONAL,30,Eli Lilly and Company,INDUSTRY,Healthy,Retatrutide|Metoprolol,no,2025-02-03,2025-04-15,retatrutide,retatrutide,retatrutide,no
NCT06003465,A Research Study Looking at Similarity Between LY3437943 Versions for Different Injection Devices,PHASE1,COMPLETED,INTERVENTIONAL,57,Eli Lilly and Company,INDUSTRY,Healthy,LY3437943|Test|Reference,no,2023-08-29,2024-02-08,retatrutide,retatrutide,retatrutide,no
NCT05916560,A Study of LY3437943 in Participants With Impaired and Normal Liver Function,PHASE1,COMPLETED,INTERVENTIONAL,43,Eli Lilly and Company,INDUSTRY,Healthy|Hepatic Insufficiency,LY3437943,no,2023-07-13,2025-03-02,retatrutide,retatrutide,retatrutide,no
NCT06297603,"Effect of Retatrutide Compared With Placebo in Participants With Type 2 Diabetes and Moderate or Severe Renal Impairment, With Inadequate Glycemic Control on Basal Insulin, With or Without Metformin and/or SGLT2 Inhibitor (TRANSCEND-T2D-3)",PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,320,Eli Lilly and Company,INDUSTRY,Type 2 Diabetes,Retatrutide|Placebo,no,2024-03-15,2026-10,retatrutide,retatrutide,retatrutide,no
